Time [s],Channel 0,Channel 1,Channel 2,Channel 3
0.041500400,1,0,0,1
0.041833800,1,1,0,1
0.042273600,1,1,1,1
0.042374200,0,1,1,1
0.042524500,0,0,1,1
0.043849800,0,0,1,0
0.044038700,0,0,1,1
0.044229200,1,0,1,1
0.044656000,1,0,1,0
0.044665100,1,0,1,1
0.045014700,0,0,1,1
0.045431900,0,0,0,1
0.045778400,0,1,0,1
0.046618300,0,0,0,1
0.047023300,0,0,0,0
0.047567100,1,0,0,0
0.047790800,1,0,0,1
0.047874400,0,0,0,1
0.048011500,0,0,1,1
0.048946200,0,1,1,1
0.049057100,1,1,1,1
0.049278500,1,1,1,0
0.050312700,1,0,1,0
0.050517600,1,0,0,0
0.050899200,1,0,0,1
0.051205100,0,0,0,1
0.051601000,0,1,0,1
0.052314300,0,1,0,0
0.052848400,0,1,1,0
0.053158900,1,1,1,0
0.053180200,0,1,1,0
0.053474200,0,0,1,0
0.053622900,0,0,1,1
0.054694400,0,1,1,1
0.055061800,0,1,0,1
0.055261400,0,0,0,1
0.055553000,1,0,0,1
0.055998500,1,0,0,0
0.056899700,1,1,0,0
0.057085100,1,1,1,0
0.057602200,1,1,1,1
0.058497200,1,1,0,1
0.058699900,0,1,0,1
0.059323900,0,1,0,0
0.059358900,1,1,0,0
0.060077600,1,0,0,0
0.060450600,0,0,0,0
0.060965700,0,0,1,0
0.062491400,0,0,1,1
0.062526600,0,0,1,0
0.062617500,0,1,1,0
0.062850800,1,1,1,0
0.063076600,1,1,1,1
0.063546100,1,1,0,1
0.065044900,1,0,0,1
0.065519600,0,0,0,1
0.066157400,0,0,0,0
0.066324400,0,0,0,1
0.066332700,0,0,1,1
0.066782200,0,0,0,1
0.067290100,0,0,0,0
0.067582800,0,1,0,0
0.067741000,0,0,0,0
0.068752500,1,0,0,0
0.068996400,1,0,0,1
0.069129600,1,0,0,0
0.069193000,1,0,1,0
0.069197500,1,1,1,0
0.070051000,1,1,0,0
0.070976000,1,1,0,1
0.071279700,1,0,0,1
0.071831800,0,0,0,1
0.072026100,0,1,0,1
0.072677100,0,1,1,1
0.072725700,1,1,1,1
0.072952100,1,1,0,1
0.073808900,1,1,0,0
0.073861100,1,1,0,1
0.074594800,0,1,0,1
0.074831100,0,0,0,1
0.075168600,0,0,0,0
0.075544400,0,0,1,0
0.075810400,0,1,1,0
0.075978800,1,1,1,0
0.076855700,1,1,0,0
0.078070100,0,1,0,0
0.078238100,0,1,0,1
0.078566000,0,0,0,1
0.078655800,0,0,1,1
0.079453400,1,0,1,1
0.080272000,1,0,0,1
0.080393600,1,0,1,1
0.080583700,1,1,1,1
0.080983900,1,1,0,1
0.081201300,1,1,1,1
0.081317100,1,1,1,0
0.081955500,1,1,0,0
0.082302000,0,1,0,0
0.082394400,0,1,0,1
0.082903100,0,0,0,1
0.082980200,0,1,0,1
0.083366300,0,1,0,0
0.083832500,0,1,0,1
0.084482900,1,1,0,1
0.084703200,1,1,1,1
0.084928700,1,1,1,0
0.084989100,1,0,1,0
0.085134200,1,1,1,0
0.085259300,1,0,1,0
0.085986300,1,1,1,0
0.086249600,1,0,1,0
0.086268800,1,0,1,1
0.086442900,1,1,1,1
0.087426400,0,1,1,1
0.087473200,0,1,0,1
0.088173500,0,0,0,1
0.088228600,0,0,1,1
0.088275800,0,0,1,0
0.088801000,1,0,1,0
0.089706700,0,0,1,0
0.089770500,0,0,0,0
0.089905200,0,0,0,1
0.090278700,0,1,0,1
0.091857300,0,1,0,0
0.091951100,1,1,0,0
0.092228600,1,1,1,0
0.092554700,1,0,1,0
0.093497100,1,0,0,0
0.093707700,1,1,0,0
0.093736000,0,1,0,0
0.093889000,0,0,0,0
0.094194800,0,0,0,1
0.094593000,0,0,0,0
0.095489300,0,0,0,1
0.096027600,0,1,0,1
0.096699300,0,1,1,1
0.096747500,1,1,1,1
0.097835600,1,1,0,1
0.098300500,1,0,0,1
0.098563200,1,0,0,0
0.098797200,0,0,0,0
0.099321000,0,1,0,0
0.099743400,0,1,1,0
0.100925300,1,1,1,0
0.101148400,1,1,0,0
0.101485200,1,1,0,1
0.102335700,1,1,1,1
0.102511600,1,0,1,1
0.102954600,0,0,1,1
0.103921800,0,0,1,0
0.103984900,0,0,1,1
0.104321800,0,0,0,1
0.104503200,1,0,0,1
0.104653600,1,0,0,0
0.104812500,0,0,0,0
0.104933300,0,0,1,0
0.105021900,1,0,1,0
0.105416600,0,0,1,0
0.105747800,0,1,1,0
0.106113600,0,0,1,0
0.106864500,0,1,1,0
0.107299900,0,1,0,0
0.107621800,0,1,0,1
0.108671200,1,1,0,1
0.109843400,1,0,0,1
0.110217700,1,0,0,0
0.110313900,1,0,1,0
0.111269600,0,0,1,0
0.111292400,0,1,1,0
0.111933900,0,1,1,1
0.112738500,0,1,0,1
0.113117100,1,1,0,1
0.113290700,1,0,0,1
0.113944800,1,0,0,0
0.114677800,1,0,1,0
0.115822500,1,0,0,0
0.115841400,1,1,0,0
0.116203100,0,1,0,0
0.116203900,0,1,1,0
0.116355800,1,1,1,0
0.116817900,1,0,1,0
0.116844300,1,0,0,0
0.116860600,1,0,0,1
0.117143200,0,0,0,1
0.117163700,0,1,0,1
0.117206800,1,1,0,1
0.117425700,1,0,0,1
0.117427500,1,0,0,0
0.117427700,1,0,0,1
0.118428400,1,0,0,0
0.118477200,0,0,0,0
0.118771200,0,0,1,0
0.119492400,0,1,1,0
0.119868100,0,1,0,0
0.120144300,0,1,0,1
0.121238600,1,1,0,1
0.121244700,1,1,1,1
0.122246700,0,1,1,1
0.122438600,0,0,1,1
0.122466200,0,0,1,0
0.123078800,0,0,0,0
0.123780700,0,0,0,1
0.124694000,0,0,1,1
0.124957200,1,0,1,1
0.125517100,1,1,1,1
0.125562500,0,1,1,1
0.125974800,0,1,1,0
0.126531800,1,1,1,0
0.126780400,1,1,0,0
0.128168700,1,1,0,1
0.128336800,1,1,1,1
0.128367100,1,0,1,1
0.128689000,1,0,1,0
0.129176500,0,0,1,0
0.129590800,0,1,1,0
0.130682800,1,1,1,0
0.130819200,1,1,0,0
0.130985000,1,1,0,1
0.131769800,1,0,0,1
0.132595200,1,0,1,1
0.133119200,1,1,1,1
0.133559900,1,1,1,0
0.133921400,0,1,1,0
0.134456100,0,1,1,1
0.135040700,0,1,0,1
0.135580700,0,0,0,1
0.135932300,0,0,0,0
0.136656600,0,1,0,0
0.136901900,1,1,0,0
0.137681300,1,1,1,0
0.137775700,1,0,1,0
0.138968400,1,0,1,1
0.139099000,1,0,0,1
0.139680900,0,0,0,1
0.139918500,1,0,0,1
0.139920100,1,0,1,1
0.139996000,1,0,0,1
0.140363000,1,1,0,1
0.140989900,1,1,0,0
0.141394800,1,0,0,0
0.141873000,1,0,0,1
0.142305900,0,0,0,1
0.142381400,0,1,0,1
0.142524600,1,1,0,1
0.142903400,1,1,0,0
0.143160500,1,1,1,0
0.144117600,1,1,1,1
0.144291100,1,0,1,1
0.144749600,1,0,1,0
0.144951600,1,0,0,0
0.144953900,1,0,1,0
0.145035100,0,0,1,0
0.146705900,0,0,1,1
0.146891800,1,0,1,1
0.146927300,1,1,1,1
0.147528200,0,1,1,1
0.148084300,0,1,0,1
0.149247200,0,0,0,1
0.149622700,1,0,0,1
0.149624500,1,0,0,0
0.150349000,1,0,1,0
0.151267400,0,0,1,0
0.151366200,0,0,0,0
0.151571200,0,1,0,0
0.152825700,0,1,0,1
0.153170000,1,1,0,1
0.153284000,1,1,0,0
0.154049300,1,1,1,0
0.154156800,0,1,1,0
0.154439600,0,0,1,0
0.154920500,0,0,0,0
0.155119200,0,0,1,0
0.155493500,0,0,0,0
0.155515800,0,0,0,1
0.156820700,0,1,0,1
0.157072400,1,1,0,1
0.157193400,1,1,1,1
0.157222700,1,1,0,1
0.157740400,0,1,0,1
0.158434900,0,0,0,1
0.158508400,0,0,0,0
0.158590200,0,0,1,0
0.158714700,0,1,1,0
0.158726300,1,1,1,0
0.158882900,1,1,0,0
0.159830800,1,0,0,0
0.160276300,0,0,0,0
0.160614400,0,0,0,1
0.161956500,0,0,1,1
0.162455300,1,0,1,1
0.162758500,1,1,1,1
0.162830200,1,0,1,1
0.163464500,1,0,1,0
0.164898800,1,0,0,0
0.165023300,0,0,0,0
0.165131700,0,1,0,0
0.165448800,0,1,1,0
0.165860400,0,1,1,1
0.166946700,1,1,1,1
0.167579800,1,0,1,1
0.167739800,1,0,0,1
0.167999300,1,1,0,1
0.168548000,1,1,1,1
0.169106200,1,1,1,0
0.169696800,0,1,1,0
0.169931500,1,1,1,0
0.171167500,1,0,1,0
0.171297000,1,0,1,1
0.171777400,1,0,0,1
0.172730800,1,0,1,1
0.173200100,0,0,1,1
0.173703200,0,0,0,1
0.173919500,0,1,0,1
0.174174800,0,1,0,0
0.174865300,0,1,1,0
0.175042500,0,1,1,1
0.175049700,1,1,1,1
0.175092600,1,0,1,1
0.175449300,1,0,0,1
0.176231600,1,0,1,1
0.176289000,1,0,0,1
0.176454600,1,0,1,1
0.177173800,1,1,1,1
0.177938200,1,1,1,0
0.177961000,0,1,1,0
0.179155800,0,0,1,0
0.179290300,0,0,1,1
0.179498700,0,0,0,1
0.180176100,1,0,0,1
0.181535400,1,0,0,0
0.181604400,1,1,0,0
0.181821600,1,1,1,0
0.181864200,1,0,1,0
0.182578100,1,0,0,0
0.182627200,0,0,0,0
0.182686400,1,0,0,0
0.182996100,1,0,1,0
0.183248200,1,1,1,0
0.183645100,0,1,1,0
0.183775600,0,1,0,0
0.184589100,0,1,0,1
0.185044100,0,1,1,1
0.185260300,0,1,0,1
0.185311300,1,1,0,1
0.185449700,0,1,0,1
0.185786700,0,0,0,1
0.186793800,0,0,0,0
0.187194600,0,0,1,0
0.187753700,1,0,1,0
0.188724300,1,1,1,0
0.188792800,1,1,1,1
0.189236500,1,1,0,1
0.189453400,0,1,0,1
0.189631900,1,1,0,1
0.189836500,1,0,0,1
0.191803700,1,0,0,0
0.191855200,0,0,0,0
0.192067400,0,0,1,0
0.192787300,0,1,1,0
0.193143000,0,1,1,1
0.193466800,1,1,1,1
0.193614200,1,1,1,0
0.193798000,1,1,0,0
0.193852900,1,1,0,1
0.194735800,0,1,0,1
0.195197900,0,0,0,1
0.195825600,0,0,0,0
0.196361000,0,0,0,1
0.196447800,0,0,1,1
0.196649900,1,0,1,1
0.197084600,1,0,1,0
0.198294800,1,0,0,0
0.198334000,1,1,0,0
0.199456400,0,1,0,0
0.199619000,0,0,0,0
0.199672500,0,1,0,0
0.200079100,0,1,0,1
0.200316100,1,1,0,1
0.200702300,1,1,1,1
0.201259500,1,0,1,1
0.201715300,1,0,0,1
0.201987500,0,0,0,1
0.202982100,0,0,1,1
0.203092200,0,0,1,0
0.203409100,0,0,1,1
0.203722700,0,0,0,1
0.203725200,0,0,0,0
0.203897100,1,0,0,0
0.204019200,1,0,0,1
0.204280700,1,1,0,1
0.205024600,1,1,0,0
0.205201000,0,1,0,0
0.205512500,0,0,0,0
0.206088400,0,0,1,0
0.206309200,0,0,1,1
0.206318800,1,0,1,1
0.207782600,1,0,0,1
0.208531800,0,0,0,1
0.208786000,0,1,0,1
0.209474900,0,1,0,0
0.210012200,0,1,1,0
0.210286400,0,0,1,0
0.210321200,0,1,1,0
0.210329200,0,0,1,0
0.211349400,1,0,1,0
0.211415200,1,1,1,0
0.211421800,1,1,1,1
0.211675700,1,0,1,1
0.212882000,0,0,1,1
0.212884000,0,0,0,1
0.213098700,0,0,0,0
0.214618400,1,0,0,0
0.214671200,1,0,0,1
0.214701200,1,1,0,1
0.215464100,1,1,1,1
0.215985900,0,1,1,1
0.216660000,0,0,1,1
0.217001300,1,0,1,1
0.217395000,1,0,1,0
0.217797900,1,0,0,0
0.218772200,1,1,0,0
0.218871900,1,0,0,0
0.219415800,1,0,1,0
0.219967800,0,0,1,0
0.220293800,0,0,1,1
0.220526900,0,0,0,1
0.221101600,0,0,0,0
0.221172200,0,0,0,1
0.221533800,0,1,0,1
0.221594600,1,1,0,1
0.222125600,1,1,0,0
0.222245600,1,1,1,0
0.222978900,1,0,1,0
0.223752000,1,0,0,0
0.223911900,1,1,0,0
0.224280300,1,1,1,0
0.224533300,0,1,1,0
0.224737900,0,0,1,0
0.225301300,0,0,1,1
0.225941200,0,1,1,1
0.226825500,1,1,1,1
0.227536900,1,1,0,1
0.227605500,1,0,0,1
0.227847300,1,0,0,0
0.227933800,0,0,0,0
0.228346200,0,0,0,1
0.229242100,0,0,0,0
0.229393500,0,0,1,0
0.229405500,0,0,0,0
0.230416500,0,1,0,0
0.230873800,0,1,1,0
0.231122100,1,1,1,0
0.231172600,1,0,1,0
0.231829900,0,0,1,0
0.231880400,1,0,1,0
0.232330400,1,1,1,0
0.232390300,1,1,1,1
0.232606400,1,1,0,1
0.232634300,1,1,0,0
0.232840200,0,1,0,0
0.234282600,0,1,1,0
0.234662100,0,0,1,0
0.235117900,1,0,1,0
0.235517500,1,0,0,0
0.235833300,1,0,0,1
0.236418300,1,0,0,0
0.237234100,1,1,0,0
0.237691600,1,1,0,1
0.237726500,0,1,0,1
0.238043500,0,1,1,1
0.239435400,0,0,1,1
0.239918500,1,0,1,1
0.240113300,1,0,0,1
0.240787900,1,0,0,0
0.240878800,0,0,0,0
0.241217100,0,1,0,0
0.241521300,0,1,1,0
0.243105500,0,0,1,0
0.243205000,1,0,1,0
0.243547200,1,0,1,1
0.243612700,1,1,1,1
0.243859300,1,1,0,1
0.245125600,0,1,0,1
0.245373900,0,0,0,1
0.245462800,0,0,0,0
0.246666500,0,0,1,0
0.246981800,0,1,1,0
0.246984500,0,0,1,0
0.247735900,1,0,1,0
0.247911900,1,0,1,1
0.248077800,1,0,1,0
0.249266200,1,0,1,1
0.249351200,1,0,0,1
0.250057800,0,0,0,1
0.250243500,0,1,0,1
0.250468900,0,0,0,1
0.251037100,0,0,0,0
0.251737900,0,1,0,0
0.251787300,0,1,0,1
0.251907700,0,1,1,1
0.252998600,1,1,1,1
0.254414700,1,1,1,0
0.254529900,1,1,1,1
0.254574300,1,1,0,1
0.254783100,1,0,0,1
0.255342700,1,1,0,1
0.255360500,1,1,1,1
0.255418500,0,1,1,1
0.256413900,0,1,1,0
0.257204800,1,1,1,0
0.257847700,1,0,1,0
0.258093700,1,0,0,0
0.258614600,1,1,0,0
0.258657700,0,1,0,0
0.258824200,0,1,0,1
0.258978500,1,1,0,1
0.259291000,1,1,1,1
0.259350300,1,0,1,1
0.260817500,1,0,0,1
0.261108700,0,0,0,1
0.261608400,0,0,1,1
0.261691800,0,1,1,1
0.261959600,1,1,1,1
0.262082000,1,1,1,0
0.262760900,0,1,1,0
0.263758000,0,1,0,0
0.264544400,0,0,0,0
0.264623100,0,0,1,0
0.264867900,0,0,0,0
0.264984500,0,0,0,1
0.265135000,1,0,0,1
0.265561900,1,0,0,0
0.266140500,1,0,1,0
0.266310800,1,0,0,0
0.267473800,0,0,0,0
0.267609500,0,0,1,0
0.267645500,0,0,1,1
0.267653000,0,1,1,1
0.268317200,0,1,0,1
0.268330800,0,1,0,0
0.269381800,0,1,0,1
0.269652200,1,1,0,1
0.269752200,1,0,0,1
0.270151700,1,0,1,1
0.271031100,1,0,1,0
0.271366100,1,0,1,1
0.271657700,1,1,1,1
0.272003300,1,1,0,1
0.272759600,1,1,0,0
0.272918600,0,1,0,0
0.273421300,0,1,1,0
0.274539300,0,1,1,1
0.274799000,0,0,1,1
0.275612500,0,0,1,0
0.275696900,1,0,1,0
0.276122600,1,0,0,0
0.276407300,0,0,0,0
0.276618900,1,0,0,0
0.276765600,1,0,1,0
0.277109400,1,1,1,0
0.278418300,1,1,1,1
0.278487800,0,1,1,1
0.278765500,0,0,1,1
0.278799300,0,1,1,1
0.278824600,0,1,0,1
0.280575800,0,1,1,1
0.280710600,1,1,1,1
0.281198500,1,1,0,1
0.281336100,1,1,0,0
0.281593700,1,0,0,0
0.282803500,0,0,0,0
0.282888500,0,0,0,1
0.284458300,0,0,1,1
0.284653300,0,1,1,1
0.284760700,0,1,1,0
0.285253600,1,1,1,0
0.285317400,1,1,0,0
0.285464500,1,1,1,0
0.285731500,1,0,1,0
0.285864500,1,0,1,1
0.285922700,1,1,1,1
0.286265600,0,1,1,1
0.286338400,1,1,1,1
0.286991500,1,1,0,1
0.288274600,0,1,0,1
0.288527200,0,0,0,1
0.288688000,0,1,0,1
0.289086900,0,1,0,0
0.290017400,0,0,0,0
0.290022200,0,0,1,0
0.290211200,0,0,1,1
0.290541500,0,0,0,1
0.291298100,0,0,0,0
0.291306700,1,0,0,0
0.291385700,1,0,1,0
0.291447200,1,1,1,0
0.291768900,0,1,1,0
0.292117600,0,1,1,1
0.292471000,0,0,1,1
0.293629100,0,1,1,1
0.293911100,0,1,1,0
0.294091000,0,1,0,0
0.294469400,0,0,0,0
0.294484100,0,0,0,1
0.294692300,1,0,0,1
0.294819000,0,0,0,1
0.294953200,0,0,1,1
0.295701100,0,0,1,0
0.295737900,0,0,0,0
0.296419600,0,0,1,0
0.296431300,0,0,0,0
0.296818500,1,0,0,0
0.297056500,1,1,0,0
0.297063700,1,1,1,0
0.297759600,1,1,1,1
0.299113700,1,1,1,0
0.299347100,1,1,0,0
0.299613900,0,1,0,0
0.299736800,0,0,0,0
0.301272600,0,1,0,0
0.301357800,0,1,0,1
0.301534700,0,1,1,1
0.301622300,0,1,0,1
0.301732300,1,1,0,1
0.302200100,1,1,0,0
0.302650600,1,1,1,0
0.303063200,1,1,1,1
0.303251800,1,0,1,1
0.304046200,1,0,0,1
0.304133200,1,1,0,1
0.304406400,0,1,0,1
0.304970800,0,0,0,1
0.305766000,0,0,0,0
0.306053900,0,0,1,0
0.306689700,1,0,1,0
0.306894400,1,1,1,0
0.307379300,1,1,0,0
0.307555000,1,0,0,0
0.308400100,1,0,0,1
0.308597400,1,0,0,0
0.308683300,0,0,0,0
0.308776300,1,0,0,0
0.309478800,1,0,1,0
0.309739700,1,1,1,0
0.310107700,1,1,1,1
0.311979800,0,1,1,1
0.312078900,0,1,0,1
0.312717900,0,1,1,1
0.313013600,0,0,1,1
0.313198400,0,0,0,1
0.313205800,0,0,1,1
0.313353800,0,0,1,0
0.314861800,0,1,1,0
0.315153900,0,1,0,0
0.315214600,1,1,0,0
0.315525500,1,1,0,1
0.317238100,1,0,0,1
0.317263600,1,1,0,1
0.317398400,1,1,0,0
0.317872600,1,1,1,0
0.318036300,0,1,1,0
0.318068800,0,1,1,1
0.319068100,0,0,1,1
0.319127100,0,0,0,1
0.320554200,0,0,0,0
0.320696600,0,0,1,0
0.320991700,0,0,1,1
0.320995300,0,1,1,1
0.321198000,1,1,1,1
0.321645800,1,1,0,1
0.323150000,1,1,0,0
0.323352200,0,1,0,0
0.324104800,0,0,0,0
0.324838700,0,1,0,0
0.324861100,0,1,1,0
0.325119400,0,1,1,1
0.325485300,1,1,1,1
0.326425300,1,0,1,1
0.327033000,0,0,1,1
0.327554500,0,0,0,1
0.327691600,0,0,0,0
0.328604500,0,1,0,0
0.329421400,0,1,0,1
0.329887000,1,1,0,1
0.330031500,1,1,1,1
0.330657100,1,0,1,1
0.331070100,1,0,1,0
0.331884100,0,0,1,0
0.332024400,0,0,1,1
0.332720200,0,0,0,1
0.333534200,0,1,0,1
0.334575100,1,1,0,1
0.334783200,1,1,0,0
0.334979700,1,1,1,0
0.335490200,1,1,0,0
0.335803800,1,0,0,0
0.336888400,1,1,0,0
0.336936500,0,1,0,0
0.336958900,1,1,0,0
0.337601900,1,0,0,0
0.338055800,1,0,0,1
0.338694200,1,0,1,1
0.339560100,1,0,1,0
0.339993000,0,0,1,0
0.340572700,0,1,1,0
0.340964000,0,1,0,0
0.341837900,0,1,0,1
0.343101400,1,1,0,1
0.343174800,1,0,0,1
0.343504800,1,0,1,1
0.343842200,1,1,1,1
0.344023600,1,1,0,1
0.344367100,1,1,0,0
0.345176600,1,0,0,0
0.345783300,1,1,0,0
0.346314100,0,1,0,0
0.346837000,0,1,0,1
0.346856100,0,1,1,1
0.347244000,0,0,1,1
0.347311200,0,0,0,1
0.347833100,0,0,0,0
0.349162300,0,0,0,1
0.349395800,1,0,0,1
0.349728300,1,0,0,0
0.349829300,1,0,1,0
0.350366800,1,1,1,0
0.351034100,1,0,1,0
0.351191500,0,0,1,0
0.351616900,0,0,0,0
0.352203300,0,0,0,1
0.352659500,1,0,0,1
0.352900500,1,0,1,1
0.353811000,1,1,1,1
0.354457800,1,0,1,1
0.354825800,1,0,1,0
0.355437000,1,0,0,0
0.355470800,1,0,1,0
0.355504400,1,0,1,1
0.355533800,1,0,0,1
0.355697300,0,0,0,1
0.356355400,0,0,0,0
0.356411700,0,1,0,0
0.357722000,0,1,1,0
0.358192800,1,1,1,0
0.358218200,1,0,1,0
0.359326100,1,0,1,1
0.360346900,1,0,0,1
0.360569300,1,1,0,1
0.360585600,0,1,0,1
0.360967900,0,1,0,0
0.361018300,0,1,1,0
0.361739700,0,1,1,1
0.361760800,0,1,0,1
0.362398900,0,0,0,1
0.362937800,1,0,0,1
0.363453000,1,0,0,0
0.363792800,1,0,1,0
0.363994200,1,1,1,0
0.364506800,1,1,0,0
0.364652100,1,1,0,1
0.364776100,0,1,0,1
0.364787100,0,1,0,0
0.365019100,0,1,0,1
0.365024400,0,0,0,1
0.365195200,0,0,1,1
0.365667300,1,0,1,1
0.366137100,0,0,1,1
0.366244100,1,0,1,1
0.367177400,1,1,1,1
0.367346000,1,1,1,0
0.367551100,0,1,1,0
0.367766400,1,1,1,0
0.367833600,1,1,0,0
0.368109800,1,1,1,0
0.368688600,1,0,1,0
0.368954100,1,1,1,0
0.368990400,1,1,1,1
0.369567700,1,1,1,0
0.370024900,1,1,0,0
0.370094900,0,1,0,0
0.370333600,0,1,1,0
0.370650400,0,0,1,0
0.371379200,0,0,1,1
0.371597100,0,0,0,1
0.371925700,0,0,1,1
0.372116700,0,1,1,1
0.372624300,1,1,1,1
0.372798400,0,1,1,1
0.373016800,0,0,1,1
0.373094100,0,0,1,0
0.374179400,0,0,0,0
0.374358800,0,1,0,0
0.374539400,0,1,1,0
0.374918000,0,1,1,1
0.375105900,0,0,1,1
0.375544300,1,0,1,1
0.375765500,0,0,1,1
0.376147300,0,0,1,0
0.377017200,0,0,0,0
0.377340900,0,0,1,0
0.377594400,0,0,1,1
0.377905700,0,1,1,1
0.378635500,0,0,1,1
0.378808300,0,1,1,1
0.379031000,1,1,1,1
0.379100400,0,1,1,1
0.379252000,0,1,0,1
0.380258000,0,1,1,1
0.380749700,0,1,1,0
0.381232000,0,1,0,0
0.381245000,1,1,0,0
0.381300600,1,1,0,1
0.381482400,1,0,0,1
0.382271500,1,0,0,0
0.382790200,1,0,1,0
0.382832200,1,1,1,0
0.383727100,1,1,0,0
0.384029300,1,1,1,0
0.384217900,1,0,1,0
0.384386500,0,0,1,0
0.384599800,0,0,1,1
0.385128300,0,0,0,1
0.385568400,0,0,0,0
0.387092300,0,1,0,0
0.387197400,0,0,0,0
0.387214700,1,0,0,0
0.387273600,1,1,0,0
0.387275200,1,1,1,0
0.387607500,1,1,1,1
0.388482000,1,1,1,0
0.388612300,0,1,1,0
0.388815800,0,0,1,0
0.389317600,0,0,1,1
0.389804300,1,0,1,1
0.390301800,1,0,0,1
0.390785800,0,0,0,1
0.391112200,0,0,1,1
0.391443500,0,0,1,0
0.391891500,0,1,1,0
0.392334900,1,1,1,0
0.392485000,0,1,1,0
0.392527300,1,1,1,0
0.393677700,1,1,0,0
0.393759300,1,0,0,0
0.394112000,1,0,0,1
0.394249800,1,0,1,1
0.394363600,0,0,1,1
0.394587800,0,1,1,1
0.395633100,0,0,1,1
0.396270800,0,0,0,1
0.396349600,0,0,0,0
0.397593700,0,1,0,0
0.397601700,1,1,0,0
0.397716700,1,1,0,1
0.398316200,1,1,1,1
0.399360300,1,0,1,1
0.400328900,0,0,1,1
0.400616600,0,1,1,1
0.400925500,0,0,1,1
0.400964700,0,0,1,0
0.401114400,0,0,0,0
0.401582800,0,1,0,0
0.401594700,0,0,0,0
0.402076900,1,0,0,0
0.402766800,1,0,0,1
0.404039800,1,0,1,1
0.404272100,1,1,1,1
0.404523400,0,1,1,1
0.405795300,0,1,1,0
0.406101800,1,1,1,0
0.406504600,1,1,1,1
0.406549100,1,1,0,1
0.406890600,1,0,0,1
0.407910900,1,1,0,1
0.408636000,0,1,0,1
0.408667200,0,1,1,1
0.408746300,0,0,1,1
0.409221200,0,0,0,1
0.409756300,0,0,0,0
0.410199500,0,0,0,1
0.410579200,0,0,1,1
0.410763800,1,0,1,1
0.411405900,1,0,0,1
0.411582900,1,1,0,1
0.411592100,0,1,0,1
0.411914100,0,1,0,0
0.412796200,0,0,0,0
0.413334200,0,0,1,0
0.413721100,0,0,0,0
0.413813500,0,0,1,0
0.413886900,0,0,1,1
0.414073300,1,0,1,1
0.414599100,1,0,1,0
0.415137400,1,0,0,0
0.415885700,1,1,0,0
0.416292100,0,1,0,0
0.416930700,1,1,0,0
